1,105,121
2,108,123
3,104,116
4,109,116
5,98,119
6,97,123
7,100,129
8,95,118
9,114,114
10,97,131
11,118,126
12,93,112
13,103,137
14,88,122
15,87,123
16,117,106
17,112,140
18,120,136
19,93,140
20,89,104
21,84,109
22,126,135
23,101,95
24,113,147
25,94,147
26,124,99
27,116,93
28,82,100
29,73,122
30,76,105
31,136,135
32,87,91
33,76,142
34,141,115
35,136,100
36,84,89
37,101,160
38,96,82
39,108,80
40,107,163
41,87,160
42,68,98
43,75,88
44,61,110
45,148,138
46,82,80
47,86,165
48,148,144
49,138,158
50,78,78
51,151,98
52,128,74
53,55,139
54,52,112
55,136,76
56,83,70
57,136,74
58,116,177
59,116,64
60,159,98
61,160,144
62,78,67
63,108,182
64,164,140
65,140,69
66,143,70
67,42,108
68,61,169
69,116,186
70,166,148
71,162,85
72,79,184
73,63,66
74,94,190
75,130,55
76,43,86
77,129,53
78,131,189
79,133,53
80,48,73
81,57,179
82,108,45
83,45,73
84,178,95
85,77,194
86,102,42
87,37,79
88,49,179
89,120,41
90,102,39
91,138,197
92,129,41
93,175,74
94,34,74
95,123,37
96,161,55
97,162,55
98,82,36
99,163,188
100,49,191
101,195,115
102,105,212
103,22,160
104,89,212
105,109,28
106,21,79
107,14,146
108,195,90
109,199,102
110,44,46
111,184,178
112,187,175
113,9,97
114,132,25
115,6,104
116,102,222
117,206,108
118,83,221
119,70,218
120,180,49
121,33,45
122,183,50
123,155,215
124,164,211
125,93,229
126,172,34
127,26,199
128,132,230
129,105,120
130,108,119
131,110,122
132,101,126
133,107,128
134,99,115
135,97,116
136,115,118
137,98,112
138,95,129
139,92,126
140,96,109
141,113,135
142,99,105
143,87,119
144,96,138
145,94,138
146,119,105
147,117,140
148,128,125
149,81,124
150,97,97
151,116,145
152,101,148
153,116,95
154,113,149
155,133,110
156,125,97
157,137,123
158,102,88
159,79,99
160,105,156
161,126,92
162,126,91
163,99,158
164,67,126
165,115,83
166,114,160
167,102,80
168,123,83
169,123,160
170,98,164
171,138,91
172,134,156
173,110,75
174,107,168
175,149,140
176,62,98
177,154,129
178,146,91
179,128,167
180,58,144
181,101,68
182,74,165
183,147,156
184,57,93
185,99,65
186,161,132
187,144,78
188,128,67
189,139,170
190,51,94
191,66,168
192,86,62
193,159,153
194,67,172
195,92,58
196,167,141
197,44,146
198,47,88
199,171,107
200,79,58
201,36,115
202,36,110
203,35,130
